price,year,home_size,parcel_size,beds,age,pool,cbd_dist,x_coord,y_coord
137.199,2004,1521,5286,3,6,0,15306.06,499344.5,1566647
82.993,2004,1136,13483,3,39,0,2830.95,530728,1522764
141.013,2004,1028,7000,2,14,0,4186.1,535520.6,1544819
65.985,2000,1246,6143,3,35,0,3313,540282.4,1521687
146.267,2004,1666,10480,3,10,0,14016.99,578893.1,1544340
173.669,2002,2082,8207,3,0,0,21006.63,603775.4,1530372
120.931,2002,1435,5499,3,0,0,16672.48,541362.8,1476770
122.223,2002,1700,4401,3,12,0,10756.99,565479.5,1513590
206.941,2004,2472,5208,4,6,0,18861.45,596509.1,1536426
161.496,2000,2336,9904,4,11,1,12328.73,494605.7,1535421
86.247,2002,1151,10958,3,18,0,8156.99,525651.7,1556244
244.371,2004,2325,8625,4,6,0,7961.59,551949.7,1511352
162.722,2004,1309,3508,4,3,0,23109.97,609771.9,1519382
113.917,2004,1389,8669,3,12,0,20130.35,599471,1544780
105.543,2001,1273,15501,3,0,0,32845.83,456949.6,1605624
590.123,2003,4066,13700,4,1,1,17162.09,493261.6,1493097
278.821,2004,2315,8815,4,2,0,16809.51,480017.1,1524904
104.401,2000,1336,7016,3,9,0,12421.86,572628.9,1546387
96.032,2004,1316,8360,3,24,0,7414.26,558953.1,1534337
144.414,2003,2194,13174,3,0,0,21737.64,483086.6,1580210
260.585,2004,2928,15383,4,0,0,27195.17,487316.7,1606649
84.596,2000,1215,9583,3,41,1,7646.53,512643.1,1542813
36.572,2003,912,7330,2,53,0,4322.03,527639.9,1518874
249.934,2004,2038,7917,4,8,0,18212.9,511285.2,1476159
98.353,2001,1327,8019,3,13,0,10575.49,567746.1,1520087
320.252,2002,3507,34969,5,13,1,20508.94,500718,1589119
111.956,2001,1436,6300,3,0,0,24175.29,477968.4,1586426
255.967,2004,2311,17147,4,13,1,16216.63,481687,1528314
154.729,2003,1093,8141,2,33,0,2846.17,543513.3,1534557
242.928,2004,3844,6820,5,2,0,21929.88,490429.1,1587738
380.224,2001,2864,13994,4,42,0,7638.88,541305.5,1555319
306.456,2002,3323,43473,5,14,1,20192.06,501685,1588479
154.731,2004,1440,3420,3,5,1,20538.33,537708.9,1463753
86.038,2002,1060,7017,3,13,0,18963.32,595195.2,1546271
229.366,2004,2351,9039,4,0,0,22039.93,586172.3,1480138
152.457,2000,1273,6480,2,30,0,2845.02,530758.9,1539497
150.415,2003,1552,5208,3,3,0,18858.81,596509.3,1536322
97.778,2001,1773,9448,4,10,0,9665.75,512511.4,1553635
132.665,2004,1341,2069,3,1,0,19894.15,542807.9,1466296
87.899,2002,1072,6482,3,24,0,9054.9,555476.9,1509717
115.392,2003,1120,5493,3,18,0,15393.15,580878.7,1551890
95.988,2004,1387,7800,3,42,0,8662.4,506923.3,1536492
190.97,2004,2429,8064,4,1,0,19072.89,496992,1580955
154.731,2004,1479,10450,3,17,0,11946.98,495684.8,1528969
222.995,2004,1443,8126,2,53,0,2135.01,538671.8,1525233
97.399,2000,1687,28921,3,34,1,14547.46,582123.5,1537687
134.314,2001,1956,8755,3,1,0,11658.48,497432.8,1539206
116.845,2002,1418,7230,3,0,0,11673.28,571137.4,1518851
114.343,2000,1286,5920,3,1,0,15072.72,580180.3,1550872
155.602,2003,2160,5615,4,4,0,21251.1,600967.2,1553258
334.984,2001,2373,9600,3,21,0,1903.41,537400.5,1525401
226.074,2003,1976,8475,3,47,0,8934.25,548239.6,1557177
279.321,2001,2424,23380,4,8,1,17291.73,479251.7,1519653
89.168,2000,1244,5916,3,7,0,8002.73,524012.2,1507167
345.662,2001,3268,20146,4,6,1,16656.27,482716.1,1514613
131.432,2003,1318,5004,3,4,0,16661.85,521973.9,1477948
896.396,2003,3836,8314,4,13,1,3925.47,542897.4,1541168
327.946,2002,3568,12419,3,1,0,17196.41,570132.3,1487059
111.216,2003,1169,5414,2,17,1,10953.98,567439.1,1515948
128.181,2003,1405,9565,4,38,0,7338.16,531165.7,1554900
344.015,2003,3156,43634,4,16,1,14566.41,493360.4,1507324
188.627,2004,2834,6058,4,0,0,22618.33,461688,1518407
142.899,2004,1309,4051,3,4,0,10178.4,565460.6,1517768
253.928,2004,2294,8041,4,10,1,18209.14,497179.8,1484693
95.982,2002,1086,4401,3,15,0,15761.24,499863.3,1569211
160.609,2004,1804,11363,3,40,0,5489.73,548514.4,1519370
241.066,2004,2775,19746,5,0,0,23421.11,490515.6,1593900
134.068,2002,1775,8800,3,47,0,3519.66,542710.1,1539550
136.409,2000,1370,2249,2,15,0,14658.58,498422.3,1499658
268.049,2003,3816,7353,4,0,1,19053.07,597273.6,1534527
243.152,2005,1168,9906,2,32,0,2829.26,528617.3,1537993
94.669,2001,1035,8248,3,29,1,7825.14,559648.5,1524471
145.064,2003,1350,7956,3,2,0,13867.96,580217.6,1527623
89.941,2005,1080,6855,3,29,0,11017.5,567137.2,1514846
91.473,2004,1610,14051,4,40,0,5652.71,517932.1,1523454
306.033,2002,3064,9351,4,3,1,17824.48,497496.2,1486066
147.196,2000,1802,8252,4,17,1,15060.45,496537.1,1499852
204.56,2002,2294,9081,4,0,0,20913.21,602637.6,1520424
235.068,2004,2412,17032,4,13,1,11582.98,497271.3,1525267
82.108,2000,984,9934,2,31,0,8814.82,519256.9,1506721
87.387,2001,1274,6845,3,17,0,10652.55,567128.6,1517700
160.357,2001,2075,10000,4,18,0,18025.65,507856.1,1583750
490.259,2004,2644,14737,4,19,1,7411.53,541886.6,1554378
160.607,2003,1825,5903,3,8,0,9057.61,561490.1,1517935
117.383,2004,1429,2340,3,4,0,20722.97,535591.1,1463090
215.182,2004,1425,10298,3,17,1,3892.12,545563.7,1524163
181.126,2001,2091,10272,3,35,0,3430.51,543848.6,1524349
123.608,2003,1617,6081,3,22,0,15847.43,514285.7,1483319
189.923,2000,2508,9396,4,0,0,9774.28,548313.7,1501987
152.861,2002,1735,7408,3,4,0,20234.11,522446.3,1465856
441.489,2004,3036,7622,4,2,1,16395.75,481337.1,1525322
151.234,2000,1708,6337,3,0,0,15941.77,519836.7,1480974
167.475,2004,1972,5501,4,0,0,14447.51,577587.5,1510588
351.184,2004,2920,12220,5,36,1,10080.79,544410.6,1562767
97.141,2004,1695,8625,3,18,1,9527.87,504530.9,1538804
244.057,2000,3336,9846,4,0,1,22836.47,608494.1,1517249
128.297,2003,1232,1826,3,0,0,13452.62,570144.6,1504610
136.694,2001,1385,3680,4,0,0,23043.42,609536.1,1519288
234.819,2003,2980,12616,4,7,0,6132.13,551949,1520484
245.749,2004,1427,7594,3,19,0,2461.35,541099.9,1536199
139.334,2000,1679,4988,3,4,1,17843.86,593398.6,1531339
98.18,2001,1511,9000,3,19,0,17714.55,507771.7,1582543
163.074,2002,1631,13272,3,4,1,20168.45,527371.1,1465328
125.693,2001,1614,6039,3,9,0,14040.21,579731.5,1541463
144.367,2003,2512,13419,4,13,0,10893.1,509601.5,1556422
93.28,2000,1371,13001,3,29,0,9714.51,564403.6,1543026
373.083,2001,2728,11477,3,36,0,3979.91,538553.8,1543619
104.671,2004,1955,14024,5,43,1,8918.82,505943.3,1535787
174.265,2003,1960,11675,4,11,0,12506.5,494161.8,1536605
109.087,2000,1716,8759,3,25,1,13693.89,579662.1,1534338
407.452,2000,4027,10640,5,0,1,17508.54,494556.1,1490117
183.354,2004,2024,10560,3,35,1,7354.06,549353,1511815
199.332,2000,2430,23619,4,18,1,11686.53,500979.3,1513076
43.123,2001,1024,6800,3,30,0,6520.65,514954.5,1523180
137.412,2000,944,4395,2,9,0,2057.14,539391.9,1526115
142.181,2004,2098,4925,3,0,0,23666.42,457883.5,1520519
162.47,2005,1445,8132,3,30,0,10408.22,559831.8,1554382
459.559,2002,2394,11953,3,7,1,8568.18,549805.6,1554902
306.364,2004,3027,11468,4,0,1,21197.86,603650.6,1520868
232.931,2003,2793,13689,4,6,0,9544.21,548227.6,1502781
138.982,2002,1836,9923,3,0,0,21703.55,483314.3,1580294
70.157,2005,1092,10125,3,46,0,8188.68,523843.2,1506574
254.353,2002,1965,12800,3,18,1,16280.91,485486.2,1510612
141.696,2004,1370,4572,3,19,0,15392.1,580801.3,1552053
241.724,2004,1856,6738,3,15,0,2830.38,530163.9,1539126
116.552,2002,1623,14360,3,16,0,15817.66,499545,1569169
217.107,2003,2869,11173,4,7,0,17176.02,533494.8,1474743
70.374,2000,1508,10991,3,31,0,9623.55,504644.4,1540371
151.203,2001,1730,13372,3,5,0,12452.36,494483.6,1537567
157.397,2005,1387,5009,3,12,0,14869.28,579484.5,1550796
233.971,2004,2400,9141,4,0,0,21369.04,584459.2,1481538
52.108,2004,1104,9222,3,43,0,5888.83,516288.9,1536531
78.344,2000,1178,4483,3,4,0,17908.83,502300.3,1580047
177.633,2003,1968,23694,4,16,1,19635.8,471874.5,1544838
187.712,2004,1008,6730,3,14,0,3642.75,527608.3,1540621
127.433,2000,1520,9500,3,12,0,10542.97,500294.9,1529059
229.435,2002,2775,16887,4,24,1,15207.97,493808.4,1502674
144.189,2003,1678,14853,3,17,0,14117.93,575266.6,1553731
283.242,2002,3332,7200,5,1,1,23067.99,459538.5,1523201
212.572,2002,3100,6835,5,0,0,12744.66,569010.8,1506975
125.426,2001,1100,8957,3,48,0,4027.58,527487.8,1542085
151.085,2004,1212,6960,3,22,0,2430.62,541456.6,1535548
100.551,2002,1366,4200,4,4,0,13935.15,580556.5,1532246
120.74,2002,1306,8058,3,3,0,7359.64,530702.4,1554895
236.251,2004,2432,10617,4,14,1,14433.55,487749.3,1536269
183.177,2000,2372,9164,4,0,0,15349.77,583697.4,1518831
1441.057,2003,4470,16532,5,0,1,8469.61,547536.8,1555840
140.059,2002,1258,10456,3,25,0,3360.64,544939.4,1526673
47.405,2001,1150,8659,3,41,0,7841.49,511262.9,1541423
166.335,2002,1652,10904,3,18,1,14495.59,494717.6,1505529
111.965,2000,2804,9758,4,25,0,12170.01,514283.2,1565346
71.754,2002,960,6988,3,22,0,8964.14,505430.4,1532091
184.627,2003,3009,5261,4,0,0,19842.23,598972.7,1542381
243.084,2004,3804,12980,5,3,0,22067.6,490414.5,1588304
125.208,2002,768,8025,2,59,0,8741.78,539781,1559358
178.555,2004,1663,11422,4,21,0,11191.22,505777.7,1508634
123.694,2004,1152,8333,3,0,0,6924.36,512539.3,1526706
133.72,2000,1661,7730,3,0,0,14863.23,579682.3,1550291
179.734,2002,1835,7959,2,17,1,14180.75,498470.7,1502053
229.402,2001,2467,11177,4,7,0,17512.51,498889,1486251
94.546,2002,1281,6850,3,0,0,5513.47,517806.9,1524980
151.433,2000,1733,7088,3,0,0,20554.12,544519.6,1464339
199.745,2001,2300,8250,4,8,1,15353.99,584165,1520804
238.44,2004,2608,9118,4,0,0,22562.13,584982.8,1476614
189.318,2004,2175,6000,4,0,0,23157.01,468813.8,1493454
72.306,2002,1144,7260,3,19,0,21116.52,490419.5,1584296
67.064,2004,744,7079,2,24,0,3715.92,522721.6,1532498
131.869,2002,1632,5501,3,0,0,24562.42,614990.1,1539688
152.788,2003,1507,5190,4,7,0,14759.38,580913.9,1516156
162.005,2000,1648,8800,3,36,0,9852.5,544838.6,1561849
119.29,2001,1511,5370,3,9,0,6533.15,553438,1520436
103.67,2004,1163,9099,3,29,0,14967.67,583581.6,1537179
62.246,2002,1503,15116,3,29,0,6532.59,514136.3,1525515
95.488,2001,1423,8316,4,21,0,9713.25,565071.5,1541203
547.3,2004,4041,23100,4,12,1,18374.02,493049.3,1487621
141.386,2004,1244,9642,4,26,0,8359.19,562258,1531938
242.652,2004,2426,8796,3,9,1,21987.09,520999,1460276
166.355,2003,1992,6829,3,1,0,16380.99,586622.3,1516657
206.637,2003,2642,6900,4,5,0,18614.42,595403.4,1523109
115.116,2003,1319,6330,2,13,0,18414.38,524451,1471561
249.246,2003,2720,8291,3,0,0,22461.78,466043.8,1504602
88.978,2001,1176,9000,3,33,0,7932.62,560833.3,1529699
159.661,2003,2392,11218,3,0,0,13659.31,492079.7,1544569
157.36,2004,1737,10125,3,14,0,15087.68,579423.1,1552637
258.027,2004,1626,10382,3,29,0,6865.16,549968.6,1547791
190.717,2002,2546,6321,4,0,1,21386.72,605018.7,1532152
574.575,2002,4114,19321,6,1,1,13517.89,495420.6,1510734
71.222,2001,851,8005,2,37,0,7484.05,510676.9,1535528
80.241,2000,1356,6753,3,44,0,11124.05,562811,1554556
141.485,2002,1685,6388,3,10,1,11986.63,567549.1,1509252
196.025,2001,2510,6032,4,0,0,21066.74,534157.1,1461961
189.395,2000,1987,10289,3,0,0,23458.05,486178.1,1590760
162.624,2001,2091,12584,5,55,0,2631.25,540205.6,1537861
150.657,2004,1884,10490,3,9,1,27544.93,486178.8,1607287
173.706,2001,2341,6333,4,0,0,20215.36,601169.6,1529802
158.645,2004,1701,6957,3,0,0,23790.22,612489.9,1522963
160.77,2001,2413,10766,4,12,0,23752.22,481276.6,1587738
122.463,2001,1842,9726,4,36,1,8821.6,509184.8,1544522
102.923,2001,1739,8643,4,13,0,15039.65,583903,1536466
330.289,2004,2002,5639,4,54,0,1036,537977.1,1529795
201.913,2001,2789,7013,4,0,1,21189.78,604178.7,1525806
124.777,2004,1428,12162,4,35,1,14934.56,583609.8,1535953
184.218,2005,2081,5501,4,1,0,13826.28,578916.1,1520324
171.681,2004,2429,10125,3,0,0,24274.47,485436.7,1593592
175.386,2001,1783,6901,3,2,0,11115.19,503978.8,1511641
146.152,2000,1600,9335,3,0,0,13225.32,569035.4,1504369
207.469,2003,2732,7442,4,0,0,22055.2,585447.8,1479349
243.565,2004,2457,12595,4,0,0,26618.16,485177.5,1602970
91.068,2005,1188,1789,3,19,0,9779.75,518580.3,1558773
205.617,2000,2954,8398,4,4,0,12402.73,495254.3,1521602
86.737,2002,1420,5688,3,12,0,12718.01,576352.3,1535417
254.616,2003,1946,3361,3,0,0,15937.17,497037.6,1494944
163.792,2001,2372,8250,4,6,0,14185.45,490684.9,1545878
135.236,2003,2530,10250,4,17,0,12000.49,504171.1,1555812
117.482,2003,1268,16804,3,14,0,13409.55,578627.3,1535479
138.426,2002,1765,5997,4,9,0,22086.61,493751.2,1590817
138.865,2004,1500,5561,3,10,0,13727.96,579856,1532871
167.826,2005,1583,7000,3,9,1,20543.37,600288.6,1547277
74.38,2000,1227,6059,3,5,0,9299.92,504491.5,1527815
289.237,2001,3133,18159,4,6,1,17271.41,499621.5,1486679
90.379,2000,1119,6255,2,13,0,16791.34,521049.5,1477742
146.134,2002,1788,13135,4,7,1,10488.89,541309,1497288
200.02,2004,1759,9977,4,16,1,11545.39,497045,1528346
158.371,2002,1942,5199,3,2,0,18799.53,596360.4,1535743
241.703,2005,2468,8250,4,15,0,15084.6,486336.6,1541033
172.713,2004,2212,7986,4,13,0,15731.88,581820.6,1552505
54.919,2000,1008,7095,3,18,0,12275.66,508630.2,1561698
284.793,2004,2456,22553,4,7,1,20342.52,469587.5,1516959
447.944,2003,3259,23889,4,9,1,16073.28,494104.6,1497576
209.341,2001,2818,6005,6,0,0,21397.53,509783.3,1465493
209.707,2004,2155,8525,4,0,0,21549.66,605392.4,1526211
124.491,2002,1951,11702,4,17,1,14762.41,495384.9,1502974
240.461,2000,2659,8999,4,4,1,17827.7,498935.2,1484897
171.75,2004,1948,6047,4,3,0,20181.57,544987.7,1465655
377.034,2002,3324,8400,4,0,0,17092.67,570578.9,1487861
221.281,2000,2333,12913,4,13,1,12749.05,498848.4,1509753
173.654,2002,2112,9300,3,0,0,14025.8,576988.6,1549595
116.629,2001,670,6850,1,72,0,1757.38,540251.4,1533083
91.562,2000,1907,9697,4,36,0,8604.42,509753.2,1544070
236.648,2004,1888,6468,4,6,1,19176.01,597267.6,1523152
492.328,2002,4060,26593,4,10,1,18394.04,493064.5,1487515
174.774,2001,1747,10225,3,31,1,10259.14,550169.6,1561074
156.45,2003,1975,5481,3,4,0,12755.85,567159.8,1504493
294.185,2002,3080,20042,4,0,1,19303.19,478158.7,1502793
95.084,2004,1304,10286,3,32,1,9060.11,505652.3,1536794
238.899,2002,1112,8242,3,27,0,2095.64,538230.4,1525116
224.46,2001,2107,11749,3,4,1,17902.6,499182.5,1484396
217.426,2003,2872,7289,6,0,0,21412.87,604888.4,1525491
101.13,2002,1104,6841,3,26,0,11087.45,567202.3,1514467
94.05,2000,1323,18597,3,12,0,12582.02,504823.4,1559459
211.658,2001,2916,6942,4,0,0,14191.44,580101.7,1520128
390.442,2004,3735,9345,5,0,1,15592.87,484328.2,1522838
139.567,2004,1271,6574,2,44,0,4013.53,526989.4,1541684
147.884,2004,1778,6909,3,19,0,6803.87,553359.5,1518627
170.219,2003,1167,15987,2,33,0,4356.87,540427.7,1517937
221.348,2004,1906,13832,3,10,1,14592.92,486970.4,1529481
87.453,2002,1030,7708,3,12,0,20792.68,490374.3,1582865
134.4,2003,1694,5000,3,5,0,14992.12,503470.5,1569012
121.363,2004,1600,8590,3,34,0,10079.98,529943.1,1498379
182.342,2004,1862,6841,3,22,0,15988.39,513661.1,1483087
25.105,2000,1357,6919,3,50,0,18439.85,490528.2,1572320
173.213,2000,1674,3540,3,2,0,5305.91,539822.9,1547782
65.882,2000,1263,6643,3,41,0,18886.72,594935.4,1546273
156.338,2004,1380,3638,2,0,0,22350.29,473623.2,1490680
125.424,2002,1624,13182,3,24,1,8219.4,514946.1,1549320
143.21,2004,1723,4282,3,0,0,15365.33,581351,1511619
72.037,2003,880,8042,2,33,0,8072.51,508777.3,1535876
151.126,2000,2739,13920,3,18,1,12035.7,574060.4,1526431
239.483,2002,2455,9696,4,0,0,20578.05,602142.9,1525532
199.501,2001,2791,7784,5,0,1,21240.05,604255.2,1524745
179.912,2001,1862,9164,3,30,1,8322.91,556476.3,1547766
145.336,2000,2496,5499,4,0,0,19429.91,529141.1,1467584
123.788,2001,1855,8009,3,0,0,22251.18,488889.6,1587862
145.356,2004,1347,1971,2,0,0,20145.28,468726.1,1530250
135.061,2004,1278,1700,3,0,0,17558.27,592333.6,1534939
222.81,2004,1410,10449,4,45,0,8210.06,550516.6,1553010
57.724,2000,960,7508,3,28,0,10317.63,505516,1548054
138.965,2002,1741,8461,4,14,0,22065.16,521366.5,1459945
170.133,2003,1828,21127,4,17,1,13791.43,573860.6,1554029
97.097,2001,1620,9230,3,28,1,8102.06,514093.7,1547735
231.716,2004,3026,8394,5,0,0,13691.45,572394.6,1506433
203.723,2001,1608,6979,3,16,0,1474.4,539661.3,1530730
113.742,2003,1544,14557,4,18,1,12275.08,502124.5,1554625
296.722,2003,2637,28294,4,43,0,4092.04,537177.2,1517873
195.209,2003,2486,9712,4,34,0,4478.48,541402.8,1517948
57.724,2000,900,7055,3,41,0,7634.92,512529.1,1542511
217.273,2001,2496,16013,3,15,0,9931.16,502593.5,1526329
178.864,2001,2236,10202,4,7,1,19600.63,502822.7,1586894
79.798,2003,1254,3657,4,6,0,5268.77,518080.8,1535370
78.228,2003,1379,6856,4,48,0,3097.56,534430.4,1520940
83.792,2002,1256,10124,3,32,1,8341.88,522950.7,1506435
64.932,2000,988,7699,3,35,0,10146.17,515659.3,1503875
136.002,2002,2229,5627,4,1,0,16790.77,541465.8,1476391
184.941,2003,2106,7911,4,5,1,19719.21,599549.1,1531891
102.574,2002,1190,5447,3,8,0,10274.11,518615,1560659
85.388,2000,1000,10978,3,38,1,8926.07,563477.1,1524941
147.474,2002,2026,7873,4,13,0,18828.39,525045.9,1470084
220.467,2001,2750,6599,4,0,1,20212.05,543512.1,1465335
250.755,2004,2366,7813,3,4,1,20749.88,602506.1,1523453
200.378,2003,2415,11048,4,3,0,14601.22,582631.6,1527634
190.228,2004,1676,6750,3,14,0,11574.23,498772.6,1519167
128.616,2004,1638,9189,4,44,0,7661.28,536143.6,1505988
93.34,2000,1148,4848,3,1,0,18955.5,596511.9,1539244
119.975,2002,1400,4781,3,6,0,19857.93,536114.9,1465937
264.051,2003,2595,16511,4,0,0,22940.39,487141.2,1589353
264.496,2002,2568,11216,3,0,0,17142.89,478941.9,1524676
163.691,2000,1415,8046,4,23,0,9403.85,543297.9,1560778
187.658,2002,2543,12558,6,17,0,18796.2,506415.5,1585849
68.445,2002,950,20945,3,26,0,17114.99,501540.7,1576336
118.579,2000,1770,9295,3,10,0,18091.82,529724.4,1471942
261.697,2000,3180,14563,3,0,1,14762.4,486592.1,1526643
50.228,2002,864,6098,2,45,0,3689.96,522864.8,1532925
191.555,2004,1845,5498,4,0,0,17439.46,575719.9,1491042
391.583,2003,3655,15714,5,7,1,21552.31,518133.6,1462364
114.043,2003,1752,9151,5,27,0,15297.95,486276.3,1543852
77.904,2001,768,6001,2,41,0,11038.82,567922.8,1545856
80.14,2000,1617,6698,4,28,0,6902.36,514906.7,1520328
111.953,2004,998,6608,3,45,0,9391.59,538734.9,1500522
68.877,2000,874,9926,2,28,0,10303.93,516563,1502643
130.099,2002,1784,8333,4,11,1,21007.28,540390.7,1462377
143.973,2002,1097,6797,2,31,0,3209.75,530397.1,1540651
105.311,2000,1635,5231,3,10,0,14734.54,504338.4,1568626
143.644,2002,1427,5654,3,13,1,21034.14,524468,1462848
162.719,2001,1850,2553,3,13,0,15086.25,497922.8,1498100
145.258,2003,1560,10125,3,5,0,4975.94,523134.8,1519706
130.579,2001,1796,12132,3,24,0,9404.85,549801.3,1504102
797.801,2000,3925,12592,4,0,1,7293.25,541171.9,1554180
167.603,2000,2155,6380,4,0,0,21489.06,509934.8,1465114
154.474,2002,2451,16176,3,16,1,18419.41,506258.2,1584368
171.588,2004,2032,8680,4,0,0,21404.33,535913.4,1460858
192.003,2003,2238,5501,4,0,0,21774.08,605932.9,1523884
78.544,2001,1072,8032,2,39,0,6480.46,527087.5,1550904
141.379,2001,1764,8162,3,4,1,21355.86,537634.7,1461065
179.734,2002,2299,10625,4,8,0,23167.85,481317.5,1585108
215.743,2002,1616,8483,3,12,1,2733.08,540523,1524161
164.29,2003,1719,16456,2,10,0,22394.4,487082.2,1586967
161.656,2003,1706,13616,3,10,0,12480.83,495440.2,1542313
131.876,2003,1940,16849,2,48,0,9559.59,546230.5,1501866
269.089,2004,2580,7875,4,6,1,17384.08,533016.5,1474073
243.138,2001,2615,16852,4,28,1,16818.8,490966.5,1497597
148.676,2002,1256,7445,4,0,0,6803.41,535998.2,1508799
92.934,2000,1220,6129,3,4,0,18948,518785.7,1471018
114.333,2004,864,46285,2,16,0,17613.68,478561.6,1544327
124.792,2000,1619,5279,3,10,0,21424.63,522758.7,1461828
122.185,2004,1276,10564,3,17,0,11226.76,520138.1,1564885
89.472,2000,1214,4862,2,14,0,17617.75,592654.3,1530535
146.326,2001,1735,10249,3,26,0,6767.11,526347.6,1551621
82.906,2000,1462,11684,4,14,0,11321.48,504217.3,1552147
122.37,2003,1178,5594,3,6,0,13430.04,578897.6,1532269
143.734,2002,1789,5250,3,3,0,19945.26,527708.6,1466027
85.169,2001,1309,8920,3,15,0,11361.69,503978.4,1552031
132.001,2002,1646,19325,4,9,0,12832.23,574203.1,1546061
108.988,2000,1697,14878,4,17,0,11233,571427.3,1535615
174.208,2002,2160,6395,4,0,0,20954.02,509243.7,1467267
302.366,2002,3023,15300,4,0,0,25856.21,486669.1,1600960
151.703,2004,1551,5000,3,13,0,18233.12,594445.9,1525848
104.954,2001,1410,4500,4,0,0,9961.13,505199.5,1544897
84.717,2000,1700,7770,3,35,0,5122.36,549257.8,1522458
369.71,2004,2400,5577,4,1,1,15786.12,497475.6,1495204
106.319,2000,1611,10758,3,18,1,7986.21,527044.8,1556123
113.595,2003,1658,10131,4,22,1,7820.21,525684.7,1507119
300.6,2003,3348,9381,3,1,0,22909.37,608805.1,1517614
81.914,2002,1000,12613,2,32,0,8877.88,538850.1,1502239
141.324,2003,2208,9982,4,15,0,11266.7,508370.2,1556921
112.415,2001,1929,7695,4,0,0,21802.11,491938.9,1588376
189.808,2003,2363,12860,4,0,1,13176.78,498628.7,1554745
220.012,2002,2678,10509,4,0,0,14793.89,582169,1520281
258.149,2000,2455,3299,3,10,0,14751.85,499722.9,1497765
132.663,2005,1066,10002,3,45,0,10181.73,549525.5,1561112
132.737,2002,1383,6698,3,5,0,19602.3,599125.3,1528692
1051.861,2004,4574,13791,4,0,1,16428.91,496345.7,1493339
432.333,2002,3086,12616,5,4,1,16895.88,494498.6,1493049
298.279,2004,2690,7085,3,0,0,16300.69,481836.1,1523829
128.822,2000,1532,16565,3,16,0,11171,564907.4,1552071
3604.669,2004,6781,44985,5,3,1,17830.81,481851.9,1506254
244.329,2005,1927,5674,4,1,0,19230.7,579513.3,1486517
117.511,2001,1325,5946,3,0,0,11418.54,497370.5,1531929
143.943,2004,1631,10030,3,0,0,24774.52,481339.4,1592328
94.324,2000,1668,10214,3,27,1,10006.58,502949.2,1538956
354.595,2003,2817,9502,4,0,1,20619.43,511696.9,1467505
229.456,2004,2440,16210,4,0,0,27012.35,484594.7,1604137
116.54,2002,1618,11193,3,15,0,11931.26,496467.1,1538916
225.588,2003,2130,26608,4,13,0,19461.7,497413.6,1582855
200.094,2003,2178,5219,3,0,0,23433.85,611132.4,1521408
101.304,2000,1543,5356,3,7,0,20565.55,539604.5,1463771
177.283,2004,981,10503,2,50,0,3133.61,544088.9,1535588
70.211,2000,1059,6502,3,5,1,7102.96,512814.3,1538754
318.194,2004,3688,18887,4,0,0,18555.99,576764.2,1486929
238.598,2005,2049,28006,3,29,0,23457.45,483098.9,1588107
224.054,2004,2218,6382,4,6,1,16810.91,512922.2,1480464
197.444,2002,2022,10044,3,10,0,11498.26,497892.3,1523404
110.82,2004,1099,3365,3,6,0,15319.54,502570.9,1569657
486.948,2004,2864,9242,3,18,1,1723.67,531118.9,1535362
121.42,2000,1941,16676,4,17,1,11360.63,513773.3,1561863
135.974,2003,1882,12020,4,33,0,11376.44,564655.5,1553571
156.221,2005,2003,19324,6,85,0,15397.72,485496.6,1542022
133.644,2001,1623,9589,3,0,0,23987.08,484767.8,1591849
141.268,2001,2003,7020,3,10,1,10315.73,567330.4,1521592
287.254,2004,3026,8438,4,0,0,21622.13,584997,1480902
97.027,2002,728,13994,2,47,0,6017.56,520514,1517500
770.339,2001,5454,31586,5,8,1,17642.53,491014.7,1493252
113.229,2003,1394,3794,5,9,0,11638.27,572379.6,1538130
185.129,2001,1456,8355,4,28,0,1754.76,540586,1530768
113.651,2002,1552,2434,2,34,0,2984.12,525772.4,1534807
150.509,2003,2524,5138,4,4,0,8503.99,514371.9,1550075
351.818,2000,2514,14028,3,20,0,2837.47,539132.9,1522836
85.001,2002,912,6747,3,24,0,10581.26,548031.9,1498980
330.295,2005,2996,9352,5,11,1,18834.58,596389.8,1525424
202.754,2003,2311,8858,4,12,0,20858.72,599384.4,1553900
178.148,2000,1050,5007,2,20,0,1191.26,538745.6,1531034
91.819,2000,1372,11402,3,15,0,11067.15,498618,1528358
179.123,2003,1060,7509,2,33,0,3295.29,536042.8,1520350
123.727,2003,1632,6839,3,0,0,22124.11,489779.2,1588037
136.741,2003,1379,5177,3,10,0,11833.41,573559.5,1534066
147.45,2004,1114,6797,3,29,1,3056.28,542471.4,1524592
196.868,2004,2109,13001,3,27,0,6977.08,519112.3,1547744
150.25,2002,1682,7495,4,5,1,13561.05,576400.2,1547013
253.762,2003,2128,13282,4,26,0,5857.06,539206.1,1512378
97.063,2001,1143,8897,2,26,1,8514.81,562042.1,1524711
293.249,2005,2594,28569,3,1,0,18362.62,476367.7,1545703
230.324,2002,2194,10799,5,34,1,8069.21,556553.3,1546254
208.156,2002,2159,9360,4,9,1,21594.16,518938.6,1462033
251.835,2005,1844,6318,3,2,0,21070.85,509295.8,1466833
114.795,2000,1587,10222,3,20,0,8031.56,514642.3,1548039
251.76,2002,3470,9097,5,0,0,12400.24,574561.1,1522255
